name,slot_type,family,is_named,is_exotic,base_damage,base_rpm,base_mag_size,base_reload_time,optimal_range,hsd,optics,magazine,muzzle,underbarrel,talent_slot,core_1,core_2,core_3,minor_1,minor_2,minor_3
Savage Wolverine,main,Honey Badger,TRUE,FALSE,51271,800,30,2.06,28,55,type:optics-long,type:mag-5.56,type:muzzle-5.56,N/A,fixed:Perfect Close & Personal,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Police M4,main,M4,FALSE,FALSE,46917.5,850,30,2.24,31,55,type:optics-long,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Pyromaniac,main,M4,TRUE,FALSE,46917.5,850,30,2.24,31,55,type:optics-long,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,fixed:Perfect Ignited,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Lexington,main,M4,TRUE,FALSE,48699.5,850,30,2.24,31,55,type:optics-long,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
St. Elmo's Engine,main,M4,FALSE,TRUE,46917.5,850,40,2.24,31,55,fixed:Conductor Rail,fixed:Insulated Magazine,fixed:Overcharged Muzzle,fixed:Insulated Grip,fixed:Actum Est,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Mk16,main,MK16,FALSE,FALSE,59221,650,30,2.02,31,55,type:optics-normal,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
SOCOM Mk16,main,MK16,FALSE,FALSE,59221,650,30,2.02,31,55,type:optics-normal,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Tactical Mk 16,main,MK16,FALSE,FALSE,59221,650,30,2.02,31,55,type:optics-normal,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Lud,main,MK16,TRUE,FALSE,59221,650,30,2.02,31,55,type:optics-normal,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,fixed:Perfect Streamline,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Military P416,main,P416,FALSE,FALSE,47364.5,850,30,2.34,26,55,type:optics-normal,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Custom P416 G3,main,P416,FALSE,FALSE,47364.5,850,30,2.34,26,55,type:optics-normal,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Glory Daze,main,P416,TRUE,FALSE,47364.5,850,30,2.34,26,55,type:optics-normal,type:mag-5.56,type:muzzle-5.56,type:underbarrel-long,fixed:Perfect Near Sighted,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Eagle Bearer,main,P416,FALSE,TRUE,47364.5,850,30,2.34,26,55,fixed:Eagle Eye Sight,fixed:Bullet Eyrie,fixed:Jagged Beak,fixed:Talon Grip,fixed:Eagle's Strike / Tenacity,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
PDR,main,PDR,FALSE,FALSE,57617.5,700,30,2.04,31,55,type:optics-short,type:mag-5.56,type:muzzle-5.56,N/A,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Test Subject,main,PDR,TRUE,FALSE,57617.5,700,30,2.04,31,55,type:optics-short,type:mag-5.56,type:muzzle-5.56,N/A,fixed:Perfect In Sync,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Capacitor,main,PDR,FALSE,TRUE,57617.5,700,30,2.04,31,55,fixed:Conductive Focal,fixed:Voltage Generator,fixed:Discharge Electrode,fixed:Dielectric Safety Grip,fixed:Capacitance,fixed:assault-rifle-damage-weapon-core,fixed:damage-to-armor-weapon-core,N/A,type:weapon-minor,N/A,N/A
First Bloom,main,PDR,TRUE,FALSE,57617.5,700,30,2.04,31,55,type:optics-short,type:mag-5.56,type:muzzle-5.56,N/A,fixed:Blossom Harvest,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Sig Sauer 556,main,SIG 556,FALSE,FALSE,55934.5,700,30,2.17,28,55,type:optics-long,type:mag-5.56,type:muzzle-5.56,type:underbarrel-short,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Mechanical Animal,main,SIG 556,TRUE,FALSE,55934.5,700,30,2.17,28,55,type:optics-long,type:mag-5.56,type:muzzle-5.56,type:underbarrel-short,fixed:Future Perfection,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
TKB-408,main,TKB-408,FALSE,FALSE,63508.5,600,30,1.87,27,55,type:optics-long,type:mag-7.62,type:muzzle-7.62,type:underbarrel-long,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Kingbreaker,main,TKB-408,TRUE,FALSE,63508.5,600,30,1.87,27,55,type:optics-long,type:mag-7.62,type:muzzle-7.62,type:underbarrel-long,fixed:Perfect Flatline,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
CTAR-21,main,CTAR-21,FALSE,FALSE,44802,900,30,2.39,32,55,type:optics-short,type:mag-5.56,type:muzzle-5.56,type:underbarrel-side,type:assault-rifle,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
The Railsplitter,main,CTAR-21,TRUE,FALSE,44802,900,30,2.39,32,55,type:optics-short,type:mag-5.56,type:muzzle-5.56,type:underbarrel-side,fixed:Perfect Accurate,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Chameleon,main,Vector,FALSE,TRUE,44670.5,900,30,2.4,20,50,fixed:Chameleon Optics,fixed:Chameleon ActivCamo,fixed:Chameleon Dampener,fixed:Chameleon Grip,fixed:Adaptive Instincts,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
Caduceus,main,,FALSE,TRUE,,,,,,,fixed:Caduceus Optics,fixed:Caduceus Magazine,fixed:Caduceus Muzzle,fixed:Caduceus Underbarrel,fixed:Caduceus,fixed:assault-rifle-damage-weapon-core,fixed:health-damage-weapon-core,N/A,type:weapon-minor,N/A,N/A
