name,slot_type,family,is_named,is_exotic,base_damage,base_rpm,base_mag_size,base_reload_time,optimal_range,hsd,optics,magazine,muzzle,underbarrel,talent_slot,core_1,core_2,core_3,minor_1,minor_2,minor_3
PP-19,main,PP-19,FALSE,FALSE,63593,700,53,1.46,21,50,type:optics-long,N/A,type:muzzle-9mm,N/A,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Enhanced PP-19,main,PP-19,FALSE,FALSE,63593,700,53,1.46,21,50,type:optics-long,N/A,type:muzzle-9mm,N/A,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Cold Relations,main,PP-19,TRUE,FALSE,63593,700,53,1.46,21,50,type:optics-long,N/A,type:muzzle-9mm,N/A,fixed:Perfect Strained,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
AUG A3 Para XS,main,AUG,FALSE,FALSE,58661.5,725,25,2.31,22,50,type:optics-normal,type:mag-9mm,type:muzzle-9mm,type:underbarrel-long,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Enhanced AUG A3P,main,AUG,FALSE,FALSE,58661.5,725,25,2.31,22,50,type:optics-normal,type:mag-9mm,type:muzzle-9mm,type:underbarrel-long,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Tactical AUG A3P,main,AUG,FALSE,FALSE,58661.5,725,25,2.31,22,50,type:optics-normal,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Interchange,main,AUG,TRUE,FALSE,58661.5,725,25,2.31,22,50,type:optics-normal,type:mag-9mm,type:muzzle-9mm,type:underbarrel-long,fixed:Perfect Back and Forth,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Vector SBR .45 ACP,main,Vector,FALSE,FALSE,38300.5,1200,25,2.06,15,50,type:optics-normal,type:mag-45-acp,type:muzzle-45,N/A,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Vector SBR 9mm,main,Vector,FALSE,FALSE,39306.5,1200,33,2.38,15,50,type:optics-normal,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Tactical Vector SBR 9mm,main,Vector,FALSE,FALSE,40505.5,1200,19,1.69,15,50,type:optics-normal,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Froth,main,Vector,TRUE,FALSE,39306.5,1200,33,2.38,15,50,type:optics-normal,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,fixed:Perfect Immobilize,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Dark Winter,main,Vector,TRUE,FALSE,38300.5,1200,25,2.06,15,50,type:optics-normal,type:mag-45-acp,type:muzzle-45,type:underbarrel-long,fixed:Perfect Killer,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Ouroboros,main,Vector,FALSE,TRUE,38300.5,1275,50,2.07,15,50,fixed:Infinity Sights,fixed:Serpent Magazine,fixed:Weather-Resistant Muzzle,fixed:Light Heavy-Duty Grip,fixed:Rule Them All,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
MP7,main,MP7,FALSE,FALSE,46405.5,950,40,1.59,21,50,type:optics-long,N/A,type:muzzle-5.56,type:underbarrel-short,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Swap Chain,main,MP7,TRUE,FALSE,46405.5,950,40,1.59,21,50,type:optics-long,N/A,N/A,type:underbarrel-short,fixed:Perfect Unwavering,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Oxpecker,main,MP7,FALSE,TRUE,46405.5,950,40,1.59,21,50,fixed:Oxpecker Optic,N/A,fixed:Oxpecker Muzzle,fixed:Oxpecker Underbarrel,fixed:Symbiosis,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Police T821,main,T821,FALSE,FALSE,76916,550,32,1.47,20,50,type:optics-short,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Black Market T821,main,T821,FALSE,FALSE,76916,550,32,1.47,20,50,type:optics-short,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Police UMP-45,main,UMP-45,FALSE,FALSE,63691.5,650,25,1.67,19,50,type:optics-normal,type:mag-45-acp,type:muzzle-45,type:underbarrel-long,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Tactical UMP-45,main,UMP-45,FALSE,FALSE,63691.5,650,25,1.67,19,50,type:optics-long,type:mag-45-acp,type:muzzle-45,type:underbarrel-long,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Slingshot,main,UMP-45,TRUE,FALSE,63691.5,650,25,1.67,60,50,type:optics-long,type:mag-45-acp,type:muzzle-45,type:underbarrel-long,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
M1928,main,Thompson,FALSE,FALSE,78416,600,30,1.46,19,50,N/A,type:mag-45-acp,N/A,N/A,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Tommy Gun,main,Thompson,FALSE,FALSE,50627,900,50,1.54,19,50,N/A,N/A,N/A,N/A,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
The Sleigher,main,Thompson,TRUE,FALSE,50627,900,50,1.54,19,50,N/A,N/A,N/A,N/A,fixed:Hidden Rock,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Grown Great,main,Thompson,TRUE,FALSE,50627,900,50,1.54,19,50,N/A,N/A,N/A,N/A,fixed:Perfect Stabilize,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
P90,main,P90,FALSE,FALSE,39457,1100,50,1.57,21,50,type:optics-short,N/A,type:muzzle-5.56,N/A,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Emeline's Guard,main,P90,TRUE,FALSE,39457,1100,50,1.57,21,50,type:optics-short,N/A,type:muzzle-5.56,N/A,fixed:Perfect Preservation,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
The Chatterbox,main,P90,FALSE,TRUE,39457,850,50,1.57,21,50,fixed:Modified Optics,fixed:Chatterbox Magazine,fixed:Chatterbox Muzzle,fixed:Chatterbox Canister,fixed:Incessant Chatter,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
SIG MPX,main,MPX,FALSE,FALSE,50998.5,850,30,2.09,22,50,type:optics-long,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,type:smg,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Safety Distance,main,MPX,TRUE,FALSE,50998.5,850,30,2.09,22,50,type:optics-long,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,fixed:Perfect Outsider,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
The Apartment,main,MPX,TRUE,FALSE,50998.5,850,30,2.09,22,50,type:optics-long,type:mag-9mm,type:muzzle-9mm,type:underbarrel-short,fixed:Perfect Measured,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Backfire,main,MPX,FALSE,TRUE,50998.5,850,30,2.09,22,50,fixed:Quick Sight,fixed:Barbed Grip Magazine,fixed:Jagged Muzzle,fixed:Barbed Frame,fixed:Payment in Kind,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
Underboss,main,,FALSE,TRUE,,,,,,,,,,,fixed:Gangland Hit,fixed:smg-damage-weapon-core,fixed:critical-hit-chance-weapon-core,N/A,type:weapon-minor,N/A,N/A
