brand_set,gear_set,name,is_named,is_exotic,core_1,core_2,core_3,minor_1,minor_2,minor_3,talent_slot,mod_1,mod_2,mod_3
Edelweiss GPz,N/A,Edelweiss GPz Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Electrique,N/A,Electrique Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Empress International,N/A,Empress International Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Hana-U Corporation,N/A,Hana-U Corporation Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Murakami Industries,N/A,Murakami Industries Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Richter & Kaiser GmbH,N/A,Richter & Kaiser GmbH Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Royal Works,N/A,Royal Works Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Shiny Monkey,N/A,Shiny Monkey Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Wyvern Wear,N/A,Wyvern Wear Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Airaldi Holdings,N/A,Airaldi Holdings Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Unit Alloys,N/A,Unit Alloys Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Ceska Vyroba s.r.o.,N/A,Ceska Vyroba s.r.o. Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Douglas & Harding,N/A,Douglas & Harding Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Fenris Group AB,N/A,Fenris Group AB Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Grupo Sombra S.A.,N/A,Grupo Sombra S.A. Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Imminence Armaments,N/A,Imminence Armaments Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Legatus S.p.A,N/A,Legatus S.p.A Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Overlord Armaments,N/A,Overlord Armaments Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Petrov Defense Group,N/A,Petrov Defense Group Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Providence Defense,N/A,Providence Defense Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Sokolov Concern,N/A,Sokolov Concern Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Urban Lookout,N/A,Urban Lookout Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
"Walker, Harris & Co.",N/A,"Walker, Harris & Co. Holster",FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Zwiadowka Sp. z o.o.,N/A,Zwiadowka Sp. z o.o. Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
N/A,Aces & Eights,Aces & Eights Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Aegis,Aegis Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Breaking Point,Breaking Point Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Cavalier,Cavalier Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Concentrated Company,Concentrated Company Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Eclipse Protocol,Eclipse Protocol Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Foundry Bulwark,Foundry Bulwark Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Future Initiative,Future Initiative Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Hard Wired,Hard Wired Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Heartbreaker,Heartbreaker Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Hotshot,Hotshot Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Hunter's Fury,Hunter's Fury Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Measured Assembly,Measured Assembly Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Negotiator's Dilemma,Negotiator's Dilemma Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Ongoing Directive,Ongoing Directive Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Ortiz: Exuro,Ortiz: Exuro Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Ortiz: Reficere,Ortiz: Reficere Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Refactor,Refactor Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Rigger,Rigger Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Striker's Battlegear,Striker's Battlegear Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,System Corruption,System Corruption Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Tip of the Spear,Tip of the Spear Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Tipping Scales,Tipping Scales Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,True Patriot,True Patriot Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Umbra Initiative,Umbra Initiative Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Virtuoso,Virtuoso Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Core Strength,Core Strength Holster,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
Richter & Kaiser GmbH,N/A,Forge,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:shield-health-forge,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Badger Tuff,N/A,Ammo Dump,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:ammo-capacity-ammo-dump,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A
Brazos de Arcabuz,N/A,Picaros Holster,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:weapon-damage-picaros-holster,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Urban Lookout,N/A,Spot-On,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:accuracy-spot-on,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Unit Alloys,N/A,Salvo,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:rate-of-fire-salvo,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Wyvern Wear,N/A,Claws Out,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:melee-damage-claws-out,type:gear-minor,fixed:pistol-damage-claws-out,N/A,N/A,N/A,N/A
Royal Works,N/A,Bulldog,TRUE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Perfect Composure,N/A,N/A,N/A
N/A,N/A,Centurion Scabbard,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:weapon-handling-gear-minor,N/A,fixed:Counter,N/A,N/A,N/A
N/A,N/A,Dodge City Gunslinger's Holster,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:weapon-handling-gear-minor,fixed:headshot-damage-gear-minor,N/A,fixed:Quick Draw,N/A,N/A,N/A
N/A,N/A,Imperial Dynasty,FALSE,TRUE,fixed:skill-tier-gear-core,N/A,N/A,fixed:status-effects-gear-minor,fixed:hazard-protection-gear-minor,N/A,fixed:Dragon's Glare,N/A,N/A,N/A
N/A,N/A,Shocker Punch,FALSE,TRUE,fixed:armor-gear-core,N/A,N/A,fixed:explosive-resistance-gear-minor,fixed:hazard-protection-gear-minor,N/A,fixed:Defibrillator,N/A,N/A,N/A
N/A,N/A,Waveform,FALSE,TRUE,fixed:skill-tier-gear-core,N/A,N/A,fixed:skill-damage-gear-minor,fixed:skill-haste-gear-minor,N/A,fixed:Alternating Current,N/A,N/A,N/A
N/A,N/A,Nimble Holster,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Bob and Weave,N/A,N/A,N/A
