brand_set,gear_set,name,is_named,is_exotic,core_1,core_2,core_3,minor_1,minor_2,minor_3,talent_slot,mod_1,mod_2,mod_3
N/A,Ortiz: Reficere,Ortiz: Reficere Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Refactor,Refactor Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Rigger,Rigger Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Striker's Battlegear,Striker's Battlegear Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,System Corruption,System Corruption Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Tip of the Spear,Tip of the Spear Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Tipping Scales,Tipping Scales Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,True Patriot,True Patriot Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Umbra Initiative,Umbra Initiative Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Virtuoso,Virtuoso Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Core Strength,Core Strength Gloves,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
5.11 Tactical,N/A,Deathgrips,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:armor-on-kill-deathgrips,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Petrov Defense Group,N/A,Contractor's Gloves,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:damage-to-armor-contractors-gloves,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Alps Summit Armaments,N/A,Motherly Love,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:skill-health-motherly-love,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Zwiadowka Sp. z o.o.,N/A,Eagles Grasp,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:weapon-handling-eagles-grasp,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Sokolov Concern,N/A,Firm Handshake,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:status-effects-firm-handshake,type:gear-minor,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Bloody Knuckles,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Over the top,N/A,N/A,N/A
N/A,N/A,BTSU Datagloves,FALSE,TRUE,fixed:skill-tier-gear-core,N/A,N/A,fixed:skill-haste-gear-minor,fixed:repair-skills-gear-minor,N/A,fixed:Transference Overclock,N/A,N/A,N/A
N/A,N/A,Exodus Gloves,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Smoke Screen,N/A,N/A,N/A
N/A,N/A,Overdogs,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Weakest Link,N/A,N/A,N/A
N/A,N/A,Rugged Gauntlets,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Iron Grip,N/A,N/A,N/A
