brand_set,gear_set,name,is_named,is_exotic,core_1,core_2,core_3,minor_1,minor_2,minor_3,talent_slot,mod_1,mod_2,mod_3
Royal Works,N/A,Royal Works Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Shiny Monkey,N/A,Shiny Monkey Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Wyvern Wear,N/A,Wyvern Wear Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Airaldi Holdings,N/A,Airaldi Holdings Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Unit Alloys,N/A,Unit Alloys Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Ceska Vyroba s.r.o.,N/A,Ceska Vyroba s.r.o. Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Douglas & Harding,N/A,Douglas & Harding Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Fenris Group AB,N/A,Fenris Group AB Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Grupo Sombra S.A.,N/A,Grupo Sombra S.A. Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Imminence Armaments,N/A,Imminence Armaments Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Legatus S.p.A,N/A,Legatus S.p.A Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Overlord Armaments,N/A,Overlord Armaments Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Petrov Defense Group,N/A,Petrov Defense Group Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Providence Defense,N/A,Providence Defense Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Sokolov Concern,N/A,Sokolov Concern Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Urban Lookout,N/A,Urban Lookout Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
"Walker, Harris & Co.",N/A,"Walker, Harris & Co. Kneepads",FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Zwiadowka Sp. z o.o.,N/A,Zwiadowka Sp. z o.o. Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,N/A,N/A,N/A
N/A,Aces & Eights,Aces & Eights Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Aegis,Aegis Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Breaking Point,Breaking Point Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Cavalier,Cavalier Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Concentrated Company,Concentrated Company Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Eclipse Protocol,Eclipse Protocol Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Foundry Bulwark,Foundry Bulwark Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Future Initiative,Future Initiative Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Hard Wired,Hard Wired Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Heartbreaker,Heartbreaker Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Hotshot,Hotshot Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Hunter's Fury,Hunter's Fury Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Measured Assembly,Measured Assembly Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Negotiator's Dilemma,Negotiator's Dilemma Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Ongoing Directive,Ongoing Directive Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Ortiz: Exuro,Ortiz: Exuro Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Ortiz: Reficere,Ortiz: Reficere Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Refactor,Refactor Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Rigger,Rigger Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Striker's Battlegear,Striker's Battlegear Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,System Corruption,System Corruption Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Tip of the Spear,Tip of the Spear Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Tipping Scales,Tipping Scales Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,True Patriot,True Patriot Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Umbra Initiative,Umbra Initiative Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Virtuoso,Virtuoso Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Core Strength,Core Strength Kneepads,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,N/A,N/A,N/A
Overlord Armaments,N/A,Fox's Prayer,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:dtoc-foxs-prayer,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Electrique,N/A,Snow Machine,TRUE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,fixed:Flurry,N/A,N/A,N/A
Ceska Vyroba s.r.o.,N/A,Turmoil,TRUE,FALSE,fixed:weapon-damage-turmoil,N/A,N/A,fixed:critical-hit-chance-turmoil,fixed:critical-hit-damage-turmoil,N/A,fixed:Bewildered,N/A,N/A,N/A
Murakami Industries,N/A,Emperor's Guard,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:armor-regeneration-emperors-guard,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Shiny Monkey,N/A,Grease,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:status-effects-grease,type:gear-minor,N/A,N/A,N/A,N/A,N/A
Imminence Armaments,N/A,Cloak,TRUE,FALSE,fixed:weapon-damage-cloak,N/A,N/A,fixed:reduced-threat-cloak,type:gear-minor,N/A,N/A,N/A,N/A,N/A
N/A,N/A,Sawyer's Kneepads,FALSE,TRUE,fixed:armor-gear-core,N/A,N/A,fixed:explosive-resistance-gear-minor,fixed:health-gear-minor,N/A,fixed:Stand Your Ground,N/A,N/A,N/A
N/A,N/A,Acosta Kneepads,FALSE,TRUE,fixed:armor-gear-core,N/A,N/A,type:gear-offensive-minor,type:gear-defensive-minor,N/A,fixed:Escape Plan,N/A,N/A,N/A
N/A,N/A,Blacklisters,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Ostracize,N/A,N/A,N/A
N/A,N/A,NinjaBike Messenger Kneepads,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Parkour!,N/A,N/A,N/A
