brand_set,gear_set,name,is_named,is_exotic,core_1,core_2,core_3,minor_1,minor_2,minor_3,talent_slot,mod_1,mod_2,mod_3
Shiny Monkey,N/A,Shiny Monkey Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Wyvern Wear,N/A,Wyvern Wear Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Airaldi Holdings,N/A,Airaldi Holdings Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Unit Alloys,N/A,Unit Alloys Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Ceska Vyroba s.r.o.,N/A,Ceska Vyroba s.r.o. Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Douglas & Harding,N/A,Douglas & Harding Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Fenris Group AB,N/A,Fenris Group AB Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Grupo Sombra S.A.,N/A,Grupo Sombra S.A. Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Imminence Armaments,N/A,Imminence Armaments Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Legatus S.p.A,N/A,Legatus S.p.A Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Overlord Armaments,N/A,Overlord Armaments Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Petrov Defense Group,N/A,Petrov Defense Group Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Providence Defense,N/A,Providence Defense Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Sokolov Concern,N/A,Sokolov Concern Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Urban Lookout,N/A,Urban Lookout Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
"Walker, Harris & Co.",N/A,"Walker, Harris & Co. Mask",FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Zwiadowka Sp. z o.o.,N/A,Zwiadowka Sp. z o.o. Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Aces & Eights,Aces & Eights Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Aegis,Aegis Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Breaking Point,Breaking Point Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Cavalier,Cavalier Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Concentrated Company,Concentrated Company Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Eclipse Protocol,Eclipse Protocol Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Foundry Bulwark,Foundry Bulwark Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Future Initiative,Future Initiative Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Hard Wired,Hard Wired Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Heartbreaker,Heartbreaker Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Hotshot,Hotshot Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Hunter's Fury,Hunter's Fury Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Measured Assembly,Measured Assembly Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Negotiator's Dilemma,Negotiator's Dilemma Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Ongoing Directive,Ongoing Directive Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Ortiz: Exuro,Ortiz: Exuro Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Ortiz: Reficere,Ortiz: Reficere Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Refactor,Refactor Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Rigger,Rigger Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Striker's Battlegear,Striker's Battlegear Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,System Corruption,System Corruption Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Tip of the Spear,Tip of the Spear Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Tipping Scales,Tipping Scales Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,True Patriot,True Patriot Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Umbra Initiative,Umbra Initiative Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Virtuoso,Virtuoso Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
N/A,Core Strength,Core Strength Mask,FALSE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,N/A,N/A
Douglas & Harding,N/A,Punch Drunk,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:headshot-damage-punch-drunk,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Gila Guard,N/A,Nightwatcher,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:scanner-pulse-haste-nightwatcher,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Gila Guard,N/A,Chill Out,TRUE,FALSE,type:gear-core,N/A,N/A,type:gear-minor,N/A,N/A,N/A,type:gear-mod,type:gear-mod,N/A
Legatus S.p.A,N/A,Visionario,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:optimal-range-visionario,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
Yaahl Gear,N/A,The Hollow Man,TRUE,FALSE,type:gear-core,N/A,N/A,fixed:health-damage-the-hollow-man,type:gear-minor,N/A,N/A,type:gear-mod,N/A,N/A
N/A,N/A,Vile,FALSE,TRUE,fixed:skill-tier-gear-core,N/A,N/A,fixed:status-effects-gear-minor,fixed:hazard-protection-gear-minor,N/A,fixed:Toxic Delivery,type:gear-mod,N/A,N/A
N/A,N/A,Catharsis,FALSE,TRUE,fixed:armor-gear-core,N/A,N/A,fixed:incoming-repairs-gear-minor,fixed:armor-regeneration-gear-minor,N/A,fixed:Vicious Cycle,type:gear-mod,N/A,N/A
N/A,N/A,Coyote's Mask,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Pack Instincts,type:gear-mod,N/A,N/A
N/A,N/A,Catalyst,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:hazard-protection-gear-minor,fixed:status-effects-gear-minor,N/A,fixed:Chemical Agent,type:gear-mod,N/A,N/A
N/A,N/A,Tinkerer,FALSE,TRUE,fixed:weapon-damage-gear-core,N/A,N/A,fixed:critical-hit-chance-gear-minor,fixed:critical-hit-damage-gear-minor,N/A,fixed:Abridged,type:gear-mod,N/A,N/A
N/A,N/A,Investor,FALSE,TRUE,type:gear-core,N/A,N/A,type:gear-minor|!headshot-damage-gear-minor|!health-gear-minor|!repair-skills-gear-minor,type:gear-minor|!headshot-damage-gear-minor|!health-gear-minor|!repair-skills-gear-minor,type:gear-minor|!headshot-damage-gear-minor|!health-gear-minor|!repair-skills-gear-minor,fixed:Slotted,N/A,N/A,N/A
